,date,tz,lat,lon,temp_min,temp_max,temp_1200,temp_0000,temp_1800,temp_0600,cloud_cover,humidity,precipitation_tot,pressure,wind_max_speed,wind_direction
40,2012-02-10,+01:00,41.8002891,12.6004706,1.46,6.25,4.0,6.25,3.23,4.33,100.0,75.89,11.56,1009.49,6.36,90.13
41,2012-02-11,+01:00,41.8002891,12.6004706,0.76,4.13,4.13,1.31,2.09,1.49,48.54,70.4,7.41,1013.22,3.26,241.37
42,2012-02-12,+01:00,41.8002891,12.6004706,-0.66,5.28,2.53,0.31,2.66,0.08,19.6,81.55,0.36,1014.83,2.9,42.63
43,2012-02-13,+01:00,41.8002891,12.6004706,-0.89,6.61,5.19,1.15,4.77,-0.67,35.73,68.13,0.36,1016.5,3.34,40.05
44,2012-02-14,+01:00,41.8002891,12.6004706,-1.66,6.74,4.99,0.39,4.53,-1.62,0.0,58.87,0.0,1012.64,2.79,46.75
45,2012-02-15,+01:00,41.8002891,12.6004706,-1.33,8.73,5.95,1.01,8.12,-1.32,0.0,49.58,0.39,1015.03,5.02,253.61
46,2012-02-16,+01:00,41.8002891,12.6004706,2.45,12.7,9.6,5.72,10.32,2.67,1.0,63.71,0.0,1013.04,3.61,77.27
47,2012-02-17,+01:00,41.8002891,12.6004706,2.86,11.88,10.54,5.12,11.31,2.86,0.28,61.64,0.0,1024.44,2.72,71.75
48,2012-02-18,+01:00,41.8002891,12.6004706,4.13,12.82,11.73,6.14,11.37,4.16,86.06,66.73,0.03,1023.5,2.96,73.55
49,2012-02-19,+01:00,41.8002891,12.6004706,7.67,12.27,11.25,8.05,10.69,7.97,83.75,78.35,3.64,1021.54,4.2,140.59
50,2012-02-20,+01:00,41.8002891,12.6004706,8.57,11.46,10.91,9.35,10.51,8.61,74.87,77.03,7.81,1020.78,6.92,139.69
51,2012-02-21,+01:00,41.8002891,12.6004706,6.59,14.14,12.11,9.01,12.28,6.64,3.05,66.79,0.1,1024.72,3.94,45.2
52,2012-02-22,+01:00,41.8002891,12.6004706,6.78,15.51,14.04,8.57,12.34,6.93,45.97,59.36,0.08,1018.22,4.92,27.8
53,2012-02-23,+01:00,41.8002891,12.6004706,5.75,14.56,13.92,7.83,11.94,5.94,1.5,54.63,0.0,1021.28,4.48,36.53
54,2012-02-24,+01:00,41.8002891,12.6004706,4.84,15.44,13.85,9.06,12.94,4.84,0.12,56.38,0.0,1026.58,3.25,287.0
55,2012-02-25,+01:00,41.8002891,12.6004706,6.34,15.58,14.7,9.73,12.45,6.46,0.0,62.05,0.0,1021.44,3.82,272.02
56,2012-02-26,+01:00,41.8002891,12.6004706,8.26,14.07,11.79,9.72,13.52,8.26,81.69,75.97,0.32,1010.66,6.29,359.67
57,2012-02-27,+01:00,41.8002891,12.6004706,6.45,13.12,12.05,8.74,11.29,6.66,0.3,42.27,0.0,1019.35,6.69,359.51
58,2012-02-28,+01:00,41.8002891,12.6004706,3.54,12.68,11.63,6.0,11.39,3.54,0.0,44.65,0.0,1023.73,3.64,275.09
59,2012-02-29,+01:00,41.8002891,12.6004706,6.73,15.56,13.79,8.17,14.21,6.73,2.29,61.0,0.0,1019.58,5.89,315.47
60,2012-03-01,+01:00,41.8002891,12.6004706,7.06,18.66,17.95,10.01,14.99,7.06,0.0,55.51,0.0,1021.65,3.04,219.25
61,2012-03-02,+01:00,41.8002891,12.6004706,7.53,16.92,16.06,10.8,13.9,7.53,0.0,71.73,0.0,1026.21,2.74,262.8
62,2012-03-03,+01:00,41.8002891,12.6004706,9.23,15.48,13.41,10.91,13.26,9.75,86.22,80.1,0.15,1025.71,3.09,258.86
63,2012-03-04,+01:00,41.8002891,12.6004706,9.64,14.11,13.71,10.93,12.78,9.64,48.83,73.78,0.02,1020.69,3.33,212.92
64,2012-03-05,+01:00,41.8002891,12.6004706,8.91,14.44,13.85,11.01,12.7,8.97,38.28,73.39,4.73,1015.29,3.94,247.15
65,2012-03-06,+01:00,41.8002891,12.6004706,7.5,11.78,11.39,10.62,10.89,9.27,43.21,61.76,1.16,1016.44,5.63,196.55
66,2012-03-07,+01:00,41.8002891,12.6004706,5.39,13.47,12.69,6.9,11.65,5.49,18.15,58.33,0.07,1022.34,3.45,267.47
67,2012-03-08,+01:00,41.8002891,12.6004706,5.08,14.31,12.81,7.62,12.74,5.12,0.0,57.52,0.03,1014.95,3.38,268.59
68,2012-03-09,+01:00,41.8002891,12.6004706,6.92,16.49,14.9,9.85,13.67,7.02,32.0,50.25,0.0,1024.04,3.96,33.25
69,2012-03-10,+01:00,41.8002891,12.6004706,6.73,16.91,15.35,9.08,14.0,6.89,3.97,48.17,0.0,1021.5,5.14,33.17
70,2012-03-11,+01:00,41.8002891,12.6004706,6.08,17.61,14.9,9.32,15.26,6.15,0.0,39.41,0.0,1015.25,5.35,1.67
71,2012-03-12,+01:00,41.8002891,12.6004706,8.61,16.51,15.09,10.19,15.85,8.69,2.28,47.19,0.0,1018.68,7.05,0.3
72,2012-03-13,+01:00,41.8002891,12.6004706,9.08,17.62,16.81,10.12,15.24,9.5,35.01,48.71,0.0,1022.27,4.03,331.11
73,2012-03-14,+01:00,41.8002891,12.6004706,6.69,15.34,14.64,9.38,13.19,6.69,0.0,58.48,0.0,1025.94,3.77,244.66
74,2012-03-15,+01:00,41.8002891,12.6004706,7.16,16.91,15.82,8.72,14.66,7.16,0.0,68.2,0.0,1028.34,4.01,275.89
75,2012-03-16,+01:00,41.8002891,12.6004706,8.09,16.69,15.72,11.79,13.83,8.09,0.66,71.36,0.0,1030.39,2.96,238.42
76,2012-03-17,+01:00,41.8002891,12.6004706,9.63,16.11,15.0,9.64,14.57,10.57,15.12,67.93,0.01,1029.89,5.09,171.24
77,2012-03-18,+01:00,41.8002891,12.6004706,11.76,16.83,16.43,12.29,15.36,11.9,53.72,68.54,0.01,1026.23,7.53,149.32
78,2012-03-19,+01:00,41.8002891,12.6004706,12.34,16.33,15.31,13.77,15.13,12.54,79.83,79.91,1.15,1026.6,6.35,147.64
79,2012-03-20,+01:00,41.8002891,12.6004706,9.56,18.45,17.44,11.99,15.73,9.56,34.88,65.02,0.0,1030.73,2.3,269.73
80,2012-03-21,+01:00,41.8002891,12.6004706,9.06,19.66,18.78,11.19,16.37,9.06,28.77,56.37,0.0,1031.05,2.28,230.7
81,2012-03-22,+01:00,41.8002891,12.6004706,10.09,19.71,19.23,12.46,15.72,10.09,23.88,49.36,0.05,1028.79,3.44,203.62
82,2012-03-23,+01:00,41.8002891,12.6004706,9.34,19.2,19.0,10.46,16.52,9.34,71.82,50.83,0.0,1026.95,3.06,198.28
83,2012-03-24,+01:00,41.8002891,12.6004706,10.95,20.24,20.07,12.99,15.59,10.95,82.05,44.4,0.0,1021.89,3.17,219.47
84,2012-03-25,+01:00,41.8002891,12.6004706,9.48,19.44,19.17,12.13,15.61,9.48,20.37,52.88,0.37,1021.67,2.92,62.42
85,2012-03-26,+02:00,41.8002891,12.6004706,10.17,21.33,19.3,12.02,20.31,10.45,0.06,48.07,0.05,1024.36,3.73,273.42
86,2012-03-27,+02:00,41.8002891,12.6004706,9.3,18.76,18.05,13.76,17.33,9.8,0.0,46.35,0.0,1025.98,3.72,243.51
87,2012-03-28,+02:00,41.8002891,12.6004706,8.7,19.69,18.48,11.21,17.93,9.02,0.0,47.56,0.0,1024.28,4.13,232.3
88,2012-03-29,+02:00,41.8002891,12.6004706,8.65,18.96,17.84,11.26,17.23,8.78,0.0,56.91,0.0,1020.4,4.08,223.95
89,2012-03-30,+02:00,41.8002891,12.6004706,9.11,17.76,16.18,13.02,17.0,9.38,55.38,66.86,0.0,1012.55,3.38,232.54
90,2012-03-31,+02:00,41.8002891,12.6004706,9.83,17.93,16.99,12.2,16.84,10.0,21.36,74.76,0.0,1011.0,3.91,205.11
91,2012-04-01,+02:00,41.8002891,12.6004706,10.01,17.52,16.38,12.36,16.99,10.01,79.0,73.87,0.22,1007.2,3.85,157.37
92,2012-04-02,+02:00,41.8002891,12.6004706,10.48,18.89,18.03,13.81,17.43,10.98,42.8,67.63,1.67,1012.99,5.4,167.07
93,2012-04-03,+02:00,41.8002891,12.6004706,12.3,19.09,17.93,14.24,18.18,12.68,72.12,70.56,1.19,1010.77,2.9,143.13
94,2012-04-04,+02:00,41.8002891,12.6004706,11.91,19.31,18.72,13.11,18.57,11.97,30.66,70.64,0.2,1008.87,4.44,189.04
95,2012-04-05,+02:00,41.8002891,12.6004706,12.85,18.21,17.87,14.94,16.58,14.08,86.05,79.54,13.34,1008.3,4.07,238.25
96,2012-04-06,+02:00,41.8002891,12.6004706,13.12,17.87,17.37,14.11,16.82,13.47,43.53,77.06,1.18,1011.07,4.45,249.28
97,2012-04-07,+02:00,41.8002891,12.6004706,12.25,15.72,14.81,13.23,15.5,12.5,100.0,87.17,5.89,1007.34,7.38,266.41
98,2012-04-08,+02:00,41.8002891,12.6004706,8.88,15.34,14.58,13.51,13.41,11.11,24.2,75.31,4.45,1000.86,8.05,351.63
99,2012-04-09,+02:00,41.8002891,12.6004706,6.16,14.65,11.84,8.27,14.26,6.49,13.36,42.04,0.0,1010.83,7.75,353.92
100,2012-04-10,+02:00,41.8002891,12.6004706,6.04,15.89,14.69,8.54,14.52,6.09,0.0,48.45,0.0,1013.01,4.82,202.48
101,2012-04-11,+02:00,41.8002891,12.6004706,12.13,15.11,13.41,12.61,15.09,12.37,97.78,82.0,13.5,1003.26,10.05,131.74
102,2012-04-12,+02:00,41.8002891,12.6004706,9.16,16.62,16.52,11.5,15.43,9.19,21.78,63.45,0.19,1007.84,5.21,206.53
103,2012-04-13,+02:00,41.8002891,12.6004706,11.47,12.89,11.88,12.31,12.04,11.64,100.0,83.03,26.52,997.42,5.97,52.38
104,2012-04-14,+02:00,41.8002891,12.6004706,10.9,13.29,12.01,11.11,13.19,10.95,100.0,88.12,16.47,992.36,5.6,286.35
105,2012-04-15,+02:00,41.8002891,12.6004706,9.75,14.92,14.8,11.5,13.48,9.75,40.35,64.98,3.31,999.41,3.99,185.45
106,2012-04-16,+02:00,41.8002891,12.6004706,9.79,15.68,15.12,11.46,15.14,9.91,95.65,65.64,0.33,1001.59,5.5,286.27
107,2012-04-17,+02:00,41.8002891,12.6004706,10.03,16.73,15.79,12.26,16.13,10.11,100.0,69.21,0.62,1004.99,2.48,255.72
108,2012-04-18,+02:00,41.8002891,12.6004706,8.53,16.11,15.87,11.21,14.47,9.02,55.05,66.86,4.51,1003.2,6.61,259.45
109,2012-04-19,+02:00,41.8002891,12.6004706,11.67,15.43,14.48,12.52,14.4,11.92,97.09,71.39,9.31,1001.13,5.23,189.37
110,2012-04-20,+02:00,41.8002891,12.6004706,10.47,15.01,12.58,11.58,15.01,11.04,84.5,84.17,19.49,1001.64,5.7,265.15
111,2012-04-21,+02:00,41.8002891,12.6004706,10.47,17.13,16.25,12.36,16.78,11.85,24.49,77.5,1.7,1012.79,5.14,208.42
112,2012-04-22,+02:00,41.8002891,12.6004706,13.66,17.74,17.28,14.68,17.24,13.66,82.9,82.26,1.58,1013.88,5.2,199.72
113,2012-04-23,+02:00,41.8002891,12.6004706,12.68,17.19,16.8,14.96,15.88,14.61,76.68,77.83,1.87,1012.01,4.53,223.64
114,2012-04-24,+02:00,41.8002891,12.6004706,11.38,16.45,16.07,12.5,15.48,11.38,56.7,79.92,2.04,1008.14,7.96,176.05
115,2012-04-25,+02:00,41.8002891,12.6004706,10.12,17.07,16.57,12.56,16.06,10.75,35.72,67.27,0.02,1016.08,4.36,222.08
116,2012-04-26,+02:00,41.8002891,12.6004706,9.32,19.51,17.97,10.97,19.11,9.32,0.0,58.99,0.0,1020.6,3.9,108.43
117,2012-04-27,+02:00,41.8002891,12.6004706,11.84,21.48,20.82,13.82,20.66,11.84,0.0,60.51,0.0,1019.98,2.66,217.38
118,2012-04-28,+02:00,41.8002891,12.6004706,12.95,22.56,21.84,14.61,22.3,12.95,1.22,73.49,0.0,1017.48,2.86,238.43
119,2012-04-29,+02:00,41.8002891,12.6004706,16.21,21.18,21.14,17.24,18.99,16.55,100.0,61.84,0.55,1019.44,4.68,130.49
120,2012-04-30,+02:00,41.8002891,12.6004706,15.01,21.35,20.31,15.55,21.02,15.29,49.68,68.99,1.3,1017.06,3.43,160.82
121,2012-05-01,+02:00,41.8002891,12.6004706,15.16,20.94,20.79,16.48,18.62,15.91,65.15,73.27,2.21,1014.97,5.53,263.7
122,2012-05-02,+02:00,41.8002891,12.6004706,11.86,20.27,19.07,13.48,19.38,12.31,1.56,73.52,0.01,1016.81,4.99,282.62
123,2012-05-03,+02:00,41.8002891,12.6004706,11.55,19.91,19.3,13.57,18.78,11.55,0.0,53.11,0.0,1013.29,5.74,285.17
124,2012-05-04,+02:00,41.8002891,12.6004706,10.3,19.17,18.69,13.02,18.21,10.3,0.0,61.03,0.0,1012.52,3.92,233.81
125,2012-05-05,+02:00,41.8002891,12.6004706,11.99,19.55,18.65,12.93,19.26,12.2,46.8,75.76,1.02,1013.64,4.55,163.14
126,2012-05-06,+02:00,41.8002891,12.6004706,14.28,17.81,17.21,15.16,17.51,15.72,100.0,86.13,12.87,1015.47,6.24,143.0
127,2012-05-07,+02:00,41.8002891,12.6004706,14.73,18.73,17.46,15.66,18.62,14.86,71.35,86.56,10.48,1015.78,5.47,182.46
128,2012-05-08,+02:00,41.8002891,12.6004706,11.49,20.96,19.69,14.82,20.19,11.53,2.86,63.44,0.01,1019.57,6.07,291.0
129,2012-05-09,+02:00,41.8002891,12.6004706,13.48,22.35,21.48,15.09,21.32,13.48,91.0,59.87,0.0,1019.91,5.52,295.96
130,2012-05-10,+02:00,41.8002891,12.6004706,14.91,22.66,22.17,16.66,22.09,14.91,0.9,67.87,0.01,1023.13,3.65,263.21
131,2012-05-11,+02:00,41.8002891,12.6004706,14.86,24.43,23.64,16.85,23.12,14.86,0.0,66.92,0.0,1023.47,2.93,244.08
132,2012-05-12,+02:00,41.8002891,12.6004706,14.81,24.84,23.96,17.06,23.86,14.81,0.0,63.05,0.0,1020.34,4.65,272.34
133,2012-05-13,+02:00,41.8002891,12.6004706,15.98,22.46,21.99,17.5,21.51,16.22,10.82,75.17,0.4,1012.75,5.69,171.6
134,2012-05-14,+02:00,41.8002891,12.6004706,12.55,18.13,17.33,16.25,17.3,12.55,4.97,52.05,8.9,1008.43,7.57,352.79
135,2012-05-15,+02:00,41.8002891,12.6004706,10.45,19.22,17.99,12.02,18.5,10.45,46.56,53.5,0.0,1011.76,6.48,271.8
136,2012-05-16,+02:00,41.8002891,12.6004706,13.01,19.3,19.3,14.59,18.79,14.09,60.75,60.99,0.23,1008.72,7.82,356.94
137,2012-05-17,+02:00,41.8002891,12.6004706,10.5,20.33,18.42,12.32,19.55,10.5,0.0,40.34,0.0,1016.16,7.06,359.45
138,2012-05-18,+02:00,41.8002891,12.6004706,9.73,19.64,18.7,13.4,18.37,9.73,88.8,49.88,0.02,1016.49,4.02,235.07
139,2012-05-19,+02:00,41.8002891,12.6004706,11.99,21.15,20.74,13.69,20.19,11.99,4.28,56.26,0.0,1015.73,3.87,216.48
140,2012-05-20,+02:00,41.8002891,12.6004706,14.26,20.84,20.24,15.47,18.38,14.26,100.0,65.14,0.6,1012.59,3.89,183.09
141,2012-05-21,+02:00,41.8002891,12.6004706,14.1,19.34,18.17,16.78,19.15,16.82,28.66,77.76,10.63,1005.71,4.9,179.85
142,2012-05-22,+02:00,41.8002891,12.6004706,13.51,16.58,14.87,13.84,16.58,13.56,91.47,89.71,24.98,1007.36,5.53,209.45
143,2012-05-23,+02:00,41.8002891,12.6004706,11.97,19.52,18.25,14.02,19.52,11.97,30.56,75.87,0.27,1012.98,5.04,293.19
144,2012-05-24,+02:00,41.8002891,12.6004706,15.32,24.73,23.94,16.68,23.48,15.32,74.07,68.07,0.06,1013.53,4.13,11.96
145,2012-05-25,+02:00,41.8002891,12.6004706,16.54,23.95,23.9,18.19,21.89,16.54,16.36,66.09,0.49,1013.79,3.38,184.38
146,2012-05-26,+02:00,41.8002891,12.6004706,15.87,22.32,22.32,18.2,19.71,15.87,84.26,70.43,2.64,1015.28,3.31,217.18
147,2012-05-27,+02:00,41.8002891,12.6004706,13.46,23.09,21.94,15.73,22.16,13.46,1.36,51.36,0.0,1016.05,5.13,282.37
148,2012-05-28,+02:00,41.8002891,12.6004706,14.5,17.81,15.83,17.81,17.26,14.5,100.0,86.61,4.93,1016.04,3.57,274.89
149,2012-05-29,+02:00,41.8002891,12.6004706,12.46,21.12,20.53,13.63,20.33,12.46,0.0,72.26,0.23,1014.4,4.87,281.16
150,2012-05-30,+02:00,41.8002891,12.6004706,14.32,23.59,22.51,16.19,21.92,14.32,0.0,70.92,0.06,1017.92,4.86,267.78
151,2012-05-31,+02:00,41.8002891,12.6004706,15.26,23.18,22.39,17.13,21.74,15.32,41.62,73.73,0.04,1020.02,3.82,243.57
152,2012-06-01,+02:00,41.8002891,12.6004706,16.13,22.9,22.34,17.79,22.21,16.13,96.63,73.63,0.12,1017.38,4.18,201.58
153,2012-06-02,+02:00,41.8002891,12.6004706,17.12,24.36,23.47,18.53,23.92,17.12,2.16,74.98,0.01,1017.77,4.24,177.64
154,2012-06-03,+02:00,41.8002891,12.6004706,16.31,25.17,24.53,18.69,24.27,16.31,0.0,56.44,0.0,1017.78,4.02,183.7
155,2012-06-04,+02:00,41.8002891,12.6004706,17.16,22.01,21.57,18.58,21.13,17.43,83.27,81.45,4.17,1011.39,6.17,240.94
156,2012-06-05,+02:00,41.8002891,12.6004706,13.96,23.96,22.31,17.11,22.97,13.96,33.49,66.03,0.0,1011.81,5.11,277.06
157,2012-06-06,+02:00,41.8002891,12.6004706,16.47,22.8,22.58,18.75,22.11,16.47,36.21,71.22,0.0,1015.33,3.73,229.79
158,2012-06-07,+02:00,41.8002891,12.6004706,15.5,24.32,23.58,16.91,23.69,15.5,0.0,56.57,0.0,1015.38,3.27,229.16
159,2012-06-08,+02:00,41.8002891,12.6004706,17.59,26.9,25.92,18.55,26.46,18.02,37.5,55.19,0.0,1013.74,6.12,163.02
160,2012-06-09,+02:00,41.8002891,12.6004706,19.64,24.94,23.74,22.51,23.5,19.64,87.45,60.6,0.06,1013.36,7.1,176.32
161,2012-06-10,+02:00,41.8002891,12.6004706,19.13,23.39,22.78,20.39,22.71,19.13,50.84,65.19,0.03,1013.13,4.62,240.82
162,2012-06-11,+02:00,41.8002891,12.6004706,19.72,24.23,23.58,20.21,23.81,19.72,27.79,76.45,1.05,1009.93,4.73,198.63
163,2012-06-12,+02:00,41.8002891,12.6004706,19.0,24.17,24.17,21.27,22.95,21.12,52.61,71.02,0.45,1007.07,7.01,143.7
164,2012-06-13,+02:00,41.8002891,12.6004706,16.42,22.91,22.31,18.01,22.59,16.42,20.27,67.17,0.33,1014.32,4.67,238.1
165,2012-06-14,+02:00,41.8002891,12.6004706,15.18,23.53,22.99,17.96,23.01,15.18,35.74,59.32,0.0,1018.03,4.07,248.49
166,2012-06-15,+02:00,41.8002891,12.6004706,15.51,25.91,25.22,16.22,24.94,15.51,0.0,52.18,0.0,1019.9,3.85,256.06
167,2012-06-16,+02:00,41.8002891,12.6004706,17.62,28.3,28.03,19.89,27.7,17.68,0.0,51.9,0.0,1019.32,4.18,251.43
168,2012-06-17,+02:00,41.8002891,12.6004706,18.7,29.42,29.28,20.67,28.91,18.77,0.0,53.86,0.0,1017.83,3.94,254.6
169,2012-06-18,+02:00,41.8002891,12.6004706,20.05,30.2,29.32,21.8,29.5,20.13,0.0,53.2,0.0,1016.61,4.35,270.3
170,2012-06-19,+02:00,41.8002891,12.6004706,20.3,29.64,29.47,23.01,28.81,20.31,0.0,48.09,0.0,1015.79,4.11,266.1
171,2012-06-20,+02:00,41.8002891,12.6004706,20.04,30.45,29.88,22.8,29.12,20.04,0.0,46.2,0.0,1014.79,4.07,243.83
172,2012-06-21,+02:00,41.8002891,12.6004706,21.43,29.39,29.35,22.86,28.07,21.43,0.0,48.26,0.0,1011.43,5.04,188.59
173,2012-06-22,+02:00,41.8002891,12.6004706,21.46,30.61,29.74,22.12,29.34,21.46,0.0,54.24,0.0,1014.42,5.99,287.26
174,2012-06-23,+02:00,41.8002891,12.6004706,21.42,30.98,30.56,24.25,29.61,21.42,0.0,41.68,0.0,1017.85,5.14,277.32
175,2012-06-24,+02:00,41.8002891,12.6004706,20.26,30.39,29.81,22.87,29.64,20.26,13.95,40.16,0.0,1017.17,5.14,275.6
176,2012-06-25,+02:00,41.8002891,12.6004706,19.62,27.78,27.51,22.62,27.15,19.62,49.31,62.44,0.0,1013.65,4.47,230.39
177,2012-06-26,+02:00,41.8002891,12.6004706,20.94,28.95,28.28,22.69,27.74,20.94,0.0,56.92,0.0,1014.15,3.74,256.09
178,2012-06-27,+02:00,41.8002891,12.6004706,22.25,29.39,29.07,23.53,29.12,22.42,11.64,65.58,0.37,1016.71,3.42,221.64
179,2012-06-28,+02:00,41.8002891,12.6004706,22.07,30.26,30.07,24.06,29.47,22.07,1.56,59.33,0.0,1014.98,3.51,245.15
180,2012-06-29,+02:00,41.8002891,12.6004706,22.64,29.5,29.09,24.43,28.28,22.64,3.05,64.0,0.0,1015.36,3.92,234.85
181,2012-06-30,+02:00,41.8002891,12.6004706,22.2,31.07,30.12,23.0,30.04,22.26,0.0,56.66,0.0,1016.42,3.71,255.72
182,2012-07-01,+02:00,41.8002891,12.6004706,21.67,32.64,31.24,23.57,31.71,21.67,0.18,46.3,0.0,1014.58,4.25,261.02
183,2012-07-02,+02:00,41.8002891,12.6004706,22.72,31.91,31.49,24.54,29.32,22.72,0.0,49.01,0.0,1014.65,4.96,214.71
